commentId,parentId,videoId,textDisplay,publishedAt,authorDisplayName,authorProfileImageUrl
UgwOUaj_BQCXt_C1KdR4AaABAg,0,DMtFhACPnTY,Toby Maguire never ceases to amaze me,2022-03-12T20:27:44Z,Casper Von Schenck,https://yt3.ggpht.com/ytc/AKedOLQv42KF4eLKqntD1Oqqg5fKi_vuEDv5IAcuEQ=s48-c-k-c0x00ffffff-no-rj
UgyhgocXzBwCWfLXOtd4AaABAg,0,DMtFhACPnTY,Yeah I dont get the washing machine analogy. I've watched this video 10 times already lmao,2022-02-22T09:37:42Z,Alejandro Amorós,https://yt3.ggpht.com/ytc/AKedOLQ6qqkWPkRn0oCZE4ZIiNqxTN6K7WHfTRPL8A=s48-c-k-c0x00ffffff-no-rj
UgyNHSgNDPzSQdYeYvp4AaABAg,0,DMtFhACPnTY,Thank you so much. I had a hard time finding someone to explain it well,2022-02-19T18:43:55Z,El Jaguar,https://yt3.ggpht.com/QAcXnsfrsvBiAGlPN4TNqco3_2wE02PWlc2T9s75n-Hsj7RRh8BpdcQxT8uyZfAWXl4CongWxQ8=s48-c-k-c0x00ffffff-no-rj
UgwGDpIiZKblohdG9kp4AaABAg,0,DMtFhACPnTY,Re watched it at least 10 times. Thank you for this explanation,2022-02-07T18:29:01Z,Sami El Yousfi Alaoui,https://yt3.ggpht.com/ytc/AKedOLRvg6MzBQR2Wo23vj7tNch_hTWPJ5Qh1oWuQTM=s48-c-k-c0x00ffffff-no-rj
UgyijHE8lCY-pKgJk6d4AaABAg,0,DMtFhACPnTY,Can you please repeat it ?,2022-01-23T12:17:32Z,Tatti Khatti,https://yt3.ggpht.com/ytc/AKedOLSW2GlZq85QO9P_hdRD2DXX6XlqQ-SiwWxa=s48-c-k-c0x00ffffff-no-rj
UgzUR0F2I0V0EGlXedt4AaABAg,0,DMtFhACPnTY,"That 011001011 he wrote down is actually the start of the SHA hash value for ""abd"". I wonder if that was intentional, because the odds of that happening randomly are less than one percent.",2022-01-04T17:55:59Z,johanhendriks,https://yt3.ggpht.com/ytc/AKedOLSzTzw8M84DBjgiEeURcuDbKRNUi0DQcWbLNw=s48-c-k-c0x00ffffff-no-rj
UgxLsgTyRzto3cm8UHl4AaABAg,0,DMtFhACPnTY,Orchestral score sheet was pretty a unexpected thing to see in a video about cryptography =)),2021-12-31T19:46:46Z,Jonny Freeman,https://yt3.ggpht.com/ytc/AKedOLSP6OZHrKxfkkLKVOgnSjTz8l3QmRr37AONwtI0Lw=s48-c-k-c0x00ffffff-no-rj
UgzRdQ0LOcwRMmmS68R4AaABAg,0,DMtFhACPnTY,Hey did you use to work in lebanon and teach apples coding for kids ?,2021-12-28T10:22:19Z,Azazel,https://yt3.ggpht.com/ytc/AKedOLSK9uk7Ko9y-q8vumYqTX11b49DaQ3NPZEmxKiN=s48-c-k-c0x00ffffff-no-rj
UgwjmKAi14svH7kJKFl4AaABAg,0,DMtFhACPnTY,Interesting.,2021-11-29T23:51:25Z,brenda williams,https://yt3.ggpht.com/ytc/AKedOLRBRnR1EsQxzIDmlEOWGJ0a36aJX2CeIxAp9w=s48-c-k-c0x00ffffff-no-rj
UgxsiClbRxIqjpPvbkp4AaABAg,0,DMtFhACPnTY,I need help solving number by SHA-256 HASH. ANYON EHERE TO help please,2021-11-11T05:43:00Z,Entertainment World.,https://yt3.ggpht.com/2hBPnRfxd10OP9MMPA5ywan39dgTalmQC9KwcRNp3amm8NGQNTJ5DDNrQTSULY2S5PQrkuBgXKU=s48-c-k-c0x00ffffff-no-rj
